videoApperanceCount,videosDiggCountAvg,videosShareCountAvg,videosPlayCountAvg,videosCollectCountAvg,videosCommentCountAvg,videoDurationAvg,videosCaptionsCombinedText,combinedTextLanguage,authorMeta/digg,authorMeta/fans,authorMeta/following,authorMeta/friends,authorMeta/heart,authorMeta/id,authorMeta/name,authorMeta/nickName,authorMeta/signature,authorMeta/verified,authorMeta/video,authorMeta/profileUrl
1,5364.0,97.0,258700.0,482.0,200.0,65.0,มาเปิดกล่องครีมและเซรั่มนางฟ้าครั้งแรก โซจึ้งงง🪽#asmr #เหมยลี่ #เซรั่มนางฟ้า #ครีมนางฟ้า,th,918,1000000,42,0,13100000,6523882359582343169,fernpnt_,เหมยลี่🦖,ติดต่องาน Line ID : @eoirndaime,False,396,https://www.tiktok.com/@fernpnt_
9,8362.777777777777,646.4444444444445,244477.77777777778,2987.222222222222,65.88888888888889,74.33333333333333,ให้คะแนนน้ำหอมที่ใช้ EP2️ #น้ําหอม #น้ําหอมผู้ชาย #perfumetiktok #perfume #perfumecollection รวมน้ำหอมติดทน 10 ชม++️ #รีวิวบิวตี้ในtiktok #รีวิวบิวตี้ #ป้ายยา #tiktokuni #tiktokบิวตี้ #น้ําหอม #น้ําหอมผู้ชาย #น้ําหอมผู้หญิง #รีวิวน้ําหอม #ตัวหอม #รีวิวน้ําหอมติดทน #รีวิวน้ําหอมขายดี #ตัวหอมยืนหนึ่ง ให้คะแนนน้ำตบผิวกระจ่างใส ตัวไหนจึ้งบ้าง!️ #รีวิวสกินแคร์ #น้ําตบ #ผิวกระจ่างใส #สกินแคร์ #รีวิวบิวตี้ #รีวิวบิวตี้ในtiktok #ผิวกระจ่างใส ให้คะแนนน้ำหอมติดทน 10 ชม+ ️ #รีวิวน้ําหอม #ตัวหอม #perfume #perfumetiktok #perfumetok น้ำหอม Loewe คอลใหม่คือสุดดด กลิ่นหอมแบบขนลุกจริง!️ #รีวิวบิวตี้ #ป้ายยา #ป้ายยาtiktok #tiktokบิวตี้ #บิวตี้ #tiktokป้ายยา #น้ําหอม #รีวิวน้ําหอม #รีวิวน้ําหอมผู้ชาย #รีวิวน้ําหอมขายดี #น้ําหอมผู้ชาย #loewe Replying to @croffle_b ติดข้ามวัน ข้ามคืนอยู่อย่างงั้นนน!️ #รีวิวบิวตี้ #รีวิวน้ําหอม #น้ําหอม #น้ําหอมผู้ชาย #น้ําหอมผู้หญิง #น้ําหอมติดทน #ฉีดน้ําหอมยังไงให้ติดทน รูทีน ผิวมัน เป็นสิว งบประหยัด / ไม่จำกัด️ #สกินแคร์ #รีวิวสกินแคร์ #ผิวมัน #เทรนวันนี้ #รีวิวบิวตี้ #มอยเจอร์ไรเซอร์ #สกินแคร์3นาที Replying to @smile_1997m จัดรูทีนสำหรับคนผิวแห้ง ขาดความชุ่มชื้นปังๆมาให้!️ ##รีวิวบิวตี้##รีวิวของดีบอกต่อ##สกินแคร์##สกินแคร์ดูแลผิว#สกินแคร์บำรุงผิวหน้า #สกินแคร์รูทีน ป้ายยาน้ำหอมลูกคุณที่ต้องมี ️ #รีวิวบิวตี้ในtiktok #รีวิวบิวตี้ #ป้ายยา #tiktokuni #tiktokบิวตี้ #น้ำหอม #น้ําหอมผู้ชาย #น้ําหอมผู้หญิง #รีวิวน้ําหอม #รีวิวน้ําหอมผู้ชาย #รีวิวน้ําหอมขายดี #รีวิวน้ําหอมติดทน #ตัวหอม,th,6467,94800,165,0,3600000,7107972188321842203,intheafterglows,intheafterglows,beauty & fashion For work – LINE : @intheafterglows,False,779,https://www.tiktok.com/@intheafterglows
1,771.0,34.0,42900.0,135.0,15.0,135.0,Signature scent กลิ่นใหม่ ตั้งแต่ได้ลองก็ใช้ทุกวันเพราะทั้งติดทนและกลิ่นดี #narcisorodriguez #forherintense #น้ําหอม #รีวิวบิวตี้,th,2653,342600,115,0,12800000,6807821962532013057,nururduh,nururduh,LINE: @shernin195,False,293,https://www.tiktok.com/@nururduh
2,127600.0,4195.5,2200000.0,56350.0,457.0,62.5,รงมน้ำหอมผู้หญิงในแต่ละโอกาสที่ผู้ชายคอนเฟิร์มว่าหอม ! ️ #tiktoklooks #tiktokuni #รีวิวน้ําหอม รวมน้ำหอมกลิ่น “คนสวยขา” ที่ได้กลิ่นแล้วเสียอาการ #tiktoklooks #tiktokuni #ผิวดีกับพี่โด #รีวิวน้ําหอม,th,603,760900,91,0,16700000,6597407620809457665,donutbeautybrains,DONUT BEAUTY BRAINS,#ผิวดีกับพี่โด My baby @THE LABATORIAN 𝐏𝐇𝐀𝐑𝐂𝐎𝐒,False,382,https://www.tiktok.com/@donutbeautybrains
1,238.0,23.0,9375.0,87.0,7.0,89.0,น้ำหอมที่ใช้ได้ ทั้งกลางวันและกลางคืน #น้ําหอม #you #ilovetiktok #perfume #perfumetiktok,th,4033,2478,1,0,72300,7437019335581254677,i_cream666,จะถูกจะแพงก็ซื้อมาก่อน,chasing dreams | Be fully pres(c)ent. ️จะถูกจะแพงก็ซื้อมาก่อน️,False,335,https://www.tiktok.com/@i_cream666
1,5681.0,438.0,324600.0,2190.0,18.0,46.0,สาวกน้ำหอมฟลอรัลฟรุ๊ตตี้ ต้องไม่พลาด 8 น้ำหอม Dior ยอดฮิต กลิ่นหอมติดทน หอมละมุนตลอดวัน มีกลิ่นไหนน่าตำบ้าง ตามไปดูเลย #tiktokบิวตี้ #รีวิวบิวตี้ #รีวิวน้ําหอม #น้ําหอมผู้หญิง #รีวิวน้ําหอมติดทน #น้ําหอมดิออร์,th,105,69900,1,0,1400000,6992496826881098754,akeru.official,Akeru,︎อัปเดตเทรนด์บิวตี้ เครื่องสำอาง สกินแคร์ มัดรวมทุกไลฟ์สไตล์ที่สาวๆ ต้องเลิฟ︎,False,552,https://www.tiktok.com/@akeru.official
1,2668.0,430.0,81100.0,967.0,18.0,55.0,Moshi Moshi มัดรวมน้ำหอมรุ่นฮิต ราคาดี แถมดีไซน์ขวดก็เลิศมาให้แล้วว มีทั้งน้ำหอมผู้หญิง และ น้ำหอมผู้ชายเลยน้า บอกเลยว่าแต่ละกลิ่นทั้งหอม และติดทนไปตลอดทั้งวันเล้ยย บอกเลยว่ามีหลากหลายกลิ่นและเหมาะกับทุกสไตล์ ซื้อง่าย ราคาน่ารัก พิกัดที่ร้าน Moshi Moshi เลยย ️ #MoshiMoshi#โมชิโมชิ #MoshiMoshiPerfume #น้ำหอมราคาน่ารัก #น้ําหอมติดทน #perfumes,th,32,189300,0,0,1800000,6819604931742761985,moshimoshi.official,Moshi Moshi,Let us be parts of your everyday life ️,True,595,https://www.tiktok.com/@moshimoshi.official
1,46400.0,1016.0,1300000.0,6382.0,322.0,53.0,ป้ายยา 100000% หอมเทียบแท้เลยทุกคน และติดทนมากกกกก รู้งี้ซื้อนานแล้วววว อ๊าคคค จึ้งเกิน #น้ำหอม #รีวิวน้ําหอม #พิมรี่พาย #น้ําหอมติดทน,th,4335,173200,19,0,8500000,7225129610244703237,ms.100cushions,เจ้าแม่คุชชั่น 100 ตลับ,พิกัด จิ้มด้านล่างนี้ ↙️,False,649,https://www.tiktok.com/@ms.100cushions
2,1086.5,194.5,52550.0,233.0,23.0,49.0,มัดรวมน้ำหอมสำหรับสาวหวาน ทั้งหวานทั้งติดทน อะไรมันจะเริ่ดขนาดนี้! 🩷 #รีวิวน้ำหอม #น้ำหอมแท้แบ่งขาย #น้ําหอมกลิ่นหวาน #รีวิวบิวตี้ #jiraperfumesแบ่งขาย รีวิว miss dior essence 2025 น้องโบว์ดำ กลิ่นหอมหวานฉ่ำสาแก่ใจมากกกก น้องติดทนข้ามวันเหมือนที่คุณเอ็มช่องรีวิวครีมแพงรีวิวไว้เลยค่ะ 🫠️ #รีวิวน้ำหอม #น้ำหอมแท้แบ่งขาย #น้ำหอมแบ่งขาย #missdioressence #jiraperfumesแบ่งขาย,th,7529,17200,166,0,89000,7032646801048765466,jira.perfumes,Jira.perfumes น้ำหอมแท้แบ่งขาย,น้ำหอมแท้แบ่งขาย จิ้มลิ้งค์ได้เลยค่า 🩷 ไม่ขายของปลอม ไม่ผสม ID : @jiraperfumes,False,96,https://www.tiktok.com/@jira.perfumes
3,847.0,96.66666666666667,45814.666666666664,223.66666666666666,27.333333333333332,45.0,ป้ายยาน้ำหอมราขนิกูล PDM Delina Exclusif #รีวิวน้ําหอม #รีวิวน้ําหอมติดทน #กลิ่นน้ําหอมแบรนด์ดัง #เธรดแนะนําน้ําหอม #เเนะนําเลยน้ําหอมกลิ่นนี้ติดทน3วัน3คืน #น้ําหอมแบ่ง #แบ่งขายน้ําหอมแบรนด์เนม #น้ําหอมแบ่งขาย @Scentsoryน้ำหอมแบ่งขาย @Scentsoryน้ำหอมแบ่งขาย @Scentsoryน้ำหอมแบ่งขาย YSL libre leu nue 2025 แกะกล่องกันใหม่ๆก่อนใครร #รีวิวบิวตี้ #รีวิวน้ําหอม #น้ําหอมกลิ่นสดชื่น #น้ําหอมผู้หญิง #รีวิวน้ำหอม #รีวิวของดีบอกต่อ ขอวอแวกับ Si passione intemse น้ำหอมกลิ่นใหม่ปี 2024 🫶 #รีวิวบิวตี้ #รีวิวบิวตี้ในtiktok #รีวิวน้ําหอม #รีวิวสกินแคร์ #น้ําหอม #น้ําหอมผู้หญิง #perfumetiktok,th,4879,14100,197,0,58600,7201277359701345307,scentsory.co2,Scentsoryน้ำหอมแบ่งขาย,น้ำหอมแท้แบ่งขาย ขวดใหญ่ /บ้านจ้ม จิ้มลิ้งข้างล่าง (กดค้าง),False,164,https://www.tiktok.com/@scentsory.co2
4,11992.75,768.25,325825.0,5000.5,68.0,110.25,รวมสกินแคร์ที่แพง แต่คุ้มจ่าย ซื้อความสุขให้ตัวเอง #หนูปอนด์ที่ชอบเลเซอร์ #pondlovelaser #รีวิวบิวตี้ #สกินแคร์ #skincare สกินแคร์ ผิวแพง #หนูปอนด์ที่ชอบเลเซอร์ #pondlovelaser #รีวิวบิวตี้ #สกินแคร์ #skincare #หน้าใส #ครีมแพง ลำดับการลงสกินแคร์ ตอนเช้า แบบหมอผิว #หมอหนูปอนด์ #สาระความรู้ #รีวิวบิวตี้ #สกินแคร์ #tiktokuni #skincareroutine Routine Skincycling ผิวตัวลูกคุณหนู #หนูปอนด์ที่ชอบเลเซอร์ #รีวิวบิวตี้ #สกินแคร์ #tiktokuni #skincareroutine,th,466,604300,71,0,16400000,6877550320013509633,pondlovelaser,หนูปอนด์ที่ชอบเลเซ่อร์,ปรึกษา: @drc123 ให้ความรู้ดูแลตัวเองอย่างจริงใจ แบบเพื่อนคุยกัน,False,1597,https://www.tiktok.com/@pondlovelaser
1,40.0,5.0,3413.0,10.0,0.0,93.0,️มาลองบำรุงผิวด้วยสกินแคร์หลักหมื่น ระดับ Luxury จาก Switzerland กับแบรนด์ Cellcosmet ให้ดูกันค่ะ #bffbkk #cellcosmet #คุณแม่สายบิวตี้ #รีวิวครีมแพง,th,3119,31800,505,0,1500000,6532084034439217153,mimilovesluxe,Mimi มีมี่ #คุณแม่สายบิวตี้,Beauty & Skincare & Mom FB | IG |Tiktok : @MimiLovesLuxe,False,1214,https://www.tiktok.com/@mimilovesluxe
1,13.0,0.0,790.0,1.0,5.0,92.0,รู้แล้วว่าทำไมดาราถึงใช้ของแพง #TikTokป้ายยา #ใช้ดีบอกต่อ #รีวิวสกินแคร์ #รีวิวบิวตี้ #รักษาสิว ##รักษารอยสิว #รักษาสิวด้วยตัวเอง,th,4341,2154,47,0,185600,7247794872710202373,maykanjana13,maykanjana13,ใช้เอง รีวิวตามจริง‼️ 🫶 ติดต่องาน ID.Maykan_13 🫶,False,163,https://www.tiktok.com/@maykanjana13
1,18500.0,1093.0,10700000.0,4348.0,222.0,130.0,ป้ายยาเซรั่มที่หมอหน้าแนะนำให้ใช้! #รีวิวบิวตี้ #สกินแคร์ #เซรั่มวิตซีคุมมัน #อัพผิวเนียนใสไกลริ้วรอย #LarocheposayTH,th,874,49200,108,0,1100000,6818579374787888130,best_olives,Best Olives,IG: best_olives Founder of @muse.onthemove,False,348,https://www.tiktok.com/@best_olives
1,5152.0,346.0,178800.0,954.0,60.0,46.0,แล้วแต่คนชอบด้วยส่วนตัวผมว่าดีสุดๆติดบ้านไว้เลยย#fyp #viral #รีวิวบิวตี้ ##รีวิวสกินแคร์#สกินแคร์ #รีวิวของดีบอกต่อ,th,171500,57200,222,0,8900000,7277923164989899781,rednessguy,Rednessfaceguy,@เรดเนสกาย2 ช่องตะกร้าสินค้า+รีวิวแบบไม่อวยครับ Line For Work : andy.fat Skincare & Other,False,932,https://www.tiktok.com/@rednessguy
1,3470.0,396.0,119200.0,1044.0,83.0,58.0,ป้ายยาเซรั่มสกัดจากDNA แซลมอน ผิวโกล์วขาวใส️ #medicube #pdrnserum #pinkserum #เซรั่มMedicube #รีวิวสกินแคร์ #ใช้ดีบอกต่อค่ะ #สกินแคร์ #รีวิวบิวตี้ #ของดีบอกต่อ #สกินแคร์3นาที #รีวิวครีมแพง #ลดริ้วรอย #ริ้วรอย #ครีมกู้หน้าพัง #ผิวฉ่ําวาว #ผิวกระจก #ผิวฉ่ําน้ํา #ผิวกระจกแบบเกาหลี #หน้าแก่ #ผิวแพ้ง่าย #ผิวแพ้ง่ายใช้ได้ #wawamaripha #fyp #fypシ #fypシ゚viral #longervideos #CapCut,th,6030,91600,537,0,2400000,6554010548898758657,wawamaripha,Wawa Maripha,คนตลกที่ชอบทาครีมนิดหน่อย Based in Korea :maripha.forwork@gmail.com,False,895,https://www.tiktok.com/@wawamaripha
1,148.0,45.0,24300.0,35.0,52.0,44.0,อุปกรณ์การแพทย์ สินค้าคุณภาพ ราคาส่ง ที่นี่เลย! #เคียมฮั้วเภสัช2004 #ศิริราช #ร้านดีบอกต่อ #อุปกรณ์การแพทย์ #รถเข็นผู้ป่วย #เตียงผู้ป่วย #เครื่องวัดความดัน #เครื่องวัดออกซิเจนปลายนิ้ว #เภสัชกร,th,455,6784,20,0,29800,7218119449789940737,vitaminkhb2004,vitaminkhb2004,FB : ร้านยาเคียมฮั้วเภสัช2004 ศิริราช Line : @khb2004 ️ 0830960894,False,372,https://www.tiktok.com/@vitaminkhb2004
1,15800.0,2240.0,504100.0,2811.0,346.0,138.0,7 สิ่งที่ควรทำในตอนเช้า เพื่อสุขภาพที่ดีตลอดชีวิต #ฝ้ายอยากเม้าท์ #tiktokuni #สุขภาพดี #คลิปยาวกว่า60วินาที,th,3735,40700,14,0,502800,7256761057368278022,faiiyakmouth,ฝ้ายอยากเม้าท์,️ เม้าท์มอยเรื่องสุขภาพและความงาม ติดต่อฝ้ายผ่าน IG ค่ะ,False,150,https://www.tiktok.com/@faiiyakmouth
1,86100.0,40400.0,1500000.0,18900.0,1089.0,123.0,กฎ 6 ข้อ ดูแลสุขภาพ ฉบับหมอแอมป์ #BDMSWellnessClinic #สุขภาพที่ดีเริ่มที่การป้องกัน #PreventiveMedicine #LifestyleMedicine #ScientificWellness #LiveLongerHealthierHappier #WellnessHubThailand,th,483,632100,7,0,5900000,7063004675725460507,thesecretsauceth,THE SECRET SAUCE,️ ซื้อบัตร The Secret Sauce Summit 2025,False,1031,https://www.tiktok.com/@thesecretsauceth
1,41100.0,14900.0,2200000.0,3798.0,726.0,183.0,หลังตื่นนอนห้ามทำ 3 สิ่งนี้ทันที อันตรายกว่าที่คิด #ดูแลสุขภาพ #สุขภาพดี #ความรู้ดีดี #ความรู้ #สุขภาพดีสร้างได้ #แบ่งปันความรู้ #สุขภาพดีเริ่มที่ตัวเรา #ดูแลร่างกาย #แชร์ความรู้ #ความรู้ดีๆ #ใส่ใจสุขภาพ #ความรู้รอบตัว,th,167,98600,0,0,1700000,7352024674035303430,blackgarlic_benega,กระเทียมดำ เบเนก้า,กระเทียมดำเบเนก้า (ปัญญาตลาดแตก) มี อย. ฮาลาล ถูกต้องตามกฎหมาย ปลอดภัย 100%,False,548,https://www.tiktok.com/@blackgarlic_benega
1,3536.0,1210.0,113700.0,290.0,250.0,81.0,เดินเพียงวันละ 10 นาที ชีวิตเปลี่ยน แค่ลุกขึ้นมาเดินครับชีวิตคุณก็จะสดใสขึ้นระบบการทำงานของอวัยวะภายในจะเริ่มแข็งแรง #สุข#สุขภาพดีห#อาหารสมองะ#ประกันก#รักสุขภาพย#สายสุขภาพ,th,116,1217,45,0,12600,7480826195958826002,.aia592,โตส จิรภัทร ประกันAIA,Id line : hangdsi,False,270,https://www.tiktok.com/@.aia592
1,1071.0,258.0,16200.0,115.0,61.0,39.0,สุขภาพดีทั้งที่ไม่รู้เรื่องสุขภาพ เพราะทำสิ่งนี้ 🩵 ##รักสุขภาพ##selfhealingbyหมอเฟิร์น,th,2180,87600,33,0,1200000,6837062109210117126,selfhealingbyfern,Self-Healing by หมอเฟิร์น,หมอเฟิร์น | แพทย์แผนไทยประยุกต์ สุขภาพดี หน้าเด็ก ไม่ใช้ยา ติดต่องาน K.ใบไผ่,False,774,https://www.tiktok.com/@selfhealingbyfern
1,526.0,40.0,12900.0,58.0,11.0,109.0,ใช้น้ำมันมะกอกผิด ชีวิตเปลี่ยน #น้ำมันมะกอก #oliveoil #tiktokสุขภาพ #สุขภาพดี #ดูแลตัวเอง #tiktokสายสุขภาพ,th,9185,152000,1039,0,2300000,6893690749331719169,zebaastian,บาสทอเร็ตโต้ [100K],โปรตีนและอาหารเสริม รับรีวิวสินค้า,False,1370,https://www.tiktok.com/@zebaastian
1,15100.0,5734.0,220400.0,2156.0,98.0,30.0,ทำสิ่งนี้ทุกวันเพื่อสุขภาพของคุณ #แนะนํา #ร่างกาย #อวัยวะ #สุขภาพ #อโรคยา,th,29,52800,0,0,539200,7562992846899889159,arogya_paramalabha,อโรคยา,,False,63,https://www.tiktok.com/@arogya_paramalabha
1,249.0,51.0,3653.0,24.0,22.0,105.0,สร้างสุขภาพดีได้ด้วยหลักเวชศาสตร์วิถีชีวิต ทำเพียงแค่ 6 วิธีการ ก็มีสุขภาพแข็งแรง ห่างไกลโรคเรื้อรัง NCDs #lifestylemedicine #feelgreat #ดื้ออินซูลิน #อสม #เวชศาสตร์วิถีชีวิต,th,208,1370,482,0,7671,7523146978785215489,ter.health,เตอร์ เทยสายเฮลธ์,️ อสม.เอกชน Health Coach ️ เล่าสุขภาพง่ายๆ ช่วยลดพุง น้ำตาลไขมัน สู้ NCDs 🟢🟡 ไม่ใช่ยา ดูแลด้วยธรรมชาติ เทคนิคสุขภาพดี,False,50,https://www.tiktok.com/@ter.health
2,329.0,76.5,5396.5,35.5,4.5,171.5,ร่างกายดีแค่ไหน ก็ไปไม่ไกล ถ้าใจยังเหนื่อยล้า ดูแลสุขภาพใจเหมือนที่คุณดูแลร่างกายนะ #เริ่มดูแลตัวเองวันนี้ #LifeDWellness #เคล็ดลับสุขภาพ #อาหารเสริมเพื่อสุขภาพ #โปรตีนธรรมชาติเพื่อสุขภาพ #สุขภาพดีง่ายๆทำได้ทุกวัน เพราะมื้อเย็น...คือมื้อที่กินตามอารมณ์มากที่สุด ไม่ได้หิว แต่เครียด เหงา เพลีย แล้วเผลอกินเกิน #LifeDWellness #สุขภาพดีง่ายๆทำได้ทุกวัน #เคล็ดลับสุขภาพ #อาหารเสริมเพื่อสุขภาพ #โปรตีนธรรมชาติเพื่อสุขภาพ #เริ่มดูแลตัวเองวันนี้,th,78,33500,1,0,245900,7480751932589163538,lifedwellness,Life D wellness,สุขภาพดีง่ายๆ ทำได้ทุกวัน เคล็ดลับ ความรู้ + ตัวช่วยดีๆ เมื่อจำเป็น,False,346,https://www.tiktok.com/@lifedwellness
1,3630.0,1078.0,147800.0,320.0,100.0,82.0,เมื่ออายุ 50 ปีขึ้นไป อย่าซื้อ 4 สิ่งนี้ ควรเอาไว้ดูแลสุขภาพดีกว่า #ข้อคิดสอนใจ #ข้อคิดเตือนใจ #ข้อคิดดีดี #ข้อคิดธรรมะ,th,2,13500,1,0,187000,7310462676399326226,storyboon99,สตอรี่บุญ,ไม่อนุญาตให้คัดลอก หรือ การอัปโหลดซ้ำ ไปลงช่องตัวเองโดยเด็ดขาด,False,52,https://www.tiktok.com/@storyboon99
1,7056.0,2924.0,156600.0,1545.0,229.0,92.0,ตื่นมาสดใส ด้วยวิธีนี้!! #7care#ตื่นเช้า #ตื่นมาสดชื่น #เริ่มวันใหม่ #เช้าแห่งความสุข #เช้าสดใส #ตื่นมาเป็นคนใหม่ #เริ่มต้นวันดีๆ #เช้าดีมีชัยไปกว่าครึ่ง #เช้าสายพลัง #พลังบวกยามเช้า #เช้านี้มีพลัง #morningvibes #freshmorning #goodmorningworld #wakeuphappy #startyourdayright #morningmotivation #earlyrisers #sunrisemood #wellnessmorning #positivevibes #สุขภาพดีเริ่มต้นที่เช้า #mindfulmorning #ตื่นมาใช้ชีวิต #พลังชีวิต #ชีวิตดีเริ่มที่เช้า #เช้าสร้างแรงบันดาลใจ #เช้าดีชีวิตดี #สดชื่นรับวันใหม่ #morningenergy,th,1458,152800,13,0,3400000,7266336078197949445,7care.skin,7 CARE,• Healthy & Beauty Tips • แชร์ความรู้ เคล็ดลับการดูแลผิว & ความงาม,False,96,https://www.tiktok.com/@7care.skin
1,5276.0,110.0,102300.0,173.0,482.0,172.0,ห้องออกกำลังกายส่วนตัวของผม#ออกกําลังที่บ้าน #อุปกรณ์ออกกําลังกายที่บ้าน,th,10300,11800,71,0,133200,7531771611856798726,noxarth326,mintada 𐙚,,False,55,https://www.tiktok.com/@noxarth326
1,3622.0,655.0,103700.0,1693.0,57.0,83.0,ออกกำลังกายยังไงไม่ให้แขนใหญ่ ##เทรนด์วันนี้##tiktokสุขภาพ##ฟิตกับtiktok##ออกกําลังกาย##สุขภาพดี##วิธีปั้นหุ่น##ลดน้ําหนักด้วยตัวเอง##สร้างกล้ามเนื้อ##เวทเทรนนิ่ง##ฟิตเนส##ลดไขมัน,th,1851,111900,26,0,1300000,7196304825603490842,oilthisfitburnfat,OilThis Fit Burn Fat,ติดต่องาน คุณก้อง ID Line: ktyyo ig:oilthisfitburnfat,False,522,https://www.tiktok.com/@oilthisfitburnfat
1,16400.0,4883.0,484800.0,892.0,1539.0,218.0,"#อุปกรณ์กายภาพบําบัด #โรคมะเร็ง ""ดูแล,เยียวยา,รักษา..ด้วยความเข้าใจผู้ป่วยจะมีชีวิตที่สดใสสุขภาพร่างการแข็งแรง""..ขอบคุณมากครับ",th,23500,23100,5025,0,253200,7178713450376823835,user_arnon,ช่างกอล์ฟอานนท์_ARNON,สร้างคลิปเพื่อเป็นวิทยาทาน..ฝากไว้ให้เป็นแง่คิด..และ..ความบันเทิง..เท่านั้น,False,848,https://www.tiktok.com/@user_arnon
1,201.0,89.0,24800.0,65.0,41.0,44.0,กระชับต้นขาฉบับเร่งด่วน ด้วยเครื่องเดินบันได STAIR CLIMBER จาก DRAX ติดต่อสอบถาม ทดสอบการใช้งานเครื่องออกกำลังกาย ️ 𝟬𝟮-𝟰𝟯𝟵-𝟬𝟴𝟴𝟴 พิกัด ใกล้ BTS วงเวียนใหญ่ ทางออก 1 ⏰เปิดให้บริการ จันทร์-เสาร์ เวลา 09:00 - 18:00 น. #FitnessExpertThai #draxthailand #stairclimber #กระชับต้นขา #กระชับสะโพกและต้นขา #เครื่องออกกำลังกายนำเข้าต้องที่FitnessExpertThai #บริษัทขายเครื่องออกกำลังกายนำเข้า #ทุกเรื่องฟิตเนสรวมครบจบในที่เดียว #,th,607,392,144,0,6364,6815061934631617537,fitnessexpertthai,Fitness Expert Thai,บริษัทขายเครื่องออกกำลังกายนำเข้าจากต่างประเทศ รับประกันสินค้าทุกรายการ,False,729,https://www.tiktok.com/@fitnessexpertthai
1,188100.0,10600.0,16900000.0,60500.0,1698.0,30.0,แจกทริคหน้าใสก่อนนอน #clearnose #เคลียร์โนส #pov #fyp #foryoupage #สกินแคร์ #สกินแคร์ในเซเว่น #tiktokuni #tiktoklooks #เรื่องผิว #รีวิวสกินแคร์ #skincare #skincareเซเว่น #รีวิวครีมซองเซเว่น #เซรั่มเคลียร์โนส #มอยส์เคลียร์โนส #moist #มอยเจอร์ไรเซอร์ #moisturizer,th,749,295600,2,0,6800000,6827460492631933953,clearnose,clearnose,เคลียร์โนส IG : Clearnose 7-Eleven • Watsons • CJ • Eveandboy • Konvy,False,1083,https://www.tiktok.com/@clearnose
1,73300.0,1083.0,2500000.0,9059.0,170.0,34.0,ไม่รู้จะโกหกทำไม#ริซเซ่มาร์คบูสเตอร์สกิน #เซรั่มมิลค์ไฮยาริซเซ่,th,11300,234300,17,0,8500000,6821108125802759170,pond1726,ปังแปว,Ig:napassorn_._ Napassorn Chimsud สินค้าที่ใช้หน้าโปรไฟล์เลยค่ะ🩷,False,1028,https://www.tiktok.com/@pond1726
1,2881.0,153.0,81800.0,842.0,24.0,169.0,หน้ามันแบบ“มันมาก”สุดๆ!!! เริ่มต้นดูแลผิวยังไง #รีวิวบิวตี้ #โบกัสบิวตี้ #TikTokUni #สกินแคร์3นาที #TikTokLooks #สอนแต่งหน้า #เมคอัพเปลี่ยนลุค,th,194200,1200000,925,0,42000000,6813233159624688642,busgobogus9,busgobogus,ติดต่องาน Email : st@syncup.co.th,False,1770,https://www.tiktok.com/@busgobogus9
1,457.0,59.0,39500.0,208.0,7.0,66.0,ไปคัด 5 น้ำหอมกลิ่นเซ็กซี้ขยี้หัวใจมาที่เหมาะกีบฉีดไปเดทวาเลนไทน์นี้มาให้ ใครชอบเซ็กซี่แบบไหนก็ไปลองกันได้เลยย หรือใครมีประสบการณ์กับน้ำหอมกลิ่นที่เราเลือกก็มาแชร์กันได้น้า 🫶 #jebanarrival #jebandotcom #jeban #beauty #รีว���วบิวตี้ #perfume #valentine2024 #ที่สุดแห่งปี2024 #Tiktokbeauty,th,410,88200,0,0,5600000,7016209882388136986,jebandotcom,Jebanofficial,Jeban Beauty Community อัปเดตทุกเทรนด์ l รู้ลึกทุกเรื่อง beauty,False,1479,https://www.tiktok.com/@jebandotcom
1,31.0,1.0,1313.0,1.0,1.0,55.0,กลิ่นทำให้เราจำเหตุการณ์ หรือคนๆนึงได้ อีกทั้งยังกระตุ้นหลายอารมณ์ ใครจะไปเดทควรฉีดน้ำหอมอย่างพอดี และให้มั่นใจว่ากลิ่นติดถึงตอนเดท หลีกเลี่ยงการเดินทางที่จะทำให้กลิ่นหายเช่น นั่งวิน หรือจะฉีดซ้ำหน้างานก็ได้ แต่จำไว้ว่า ตัวหอมยังไงก็ชนะไปส่วนหนึ่งแล้ว #น้ำหอม #กลิ่นตัว #เดท #คนคุย #ความรัก,th,54,5715,2,0,149400,7489488187490157588,relationshipsmatterth,ความสัมพันธ์ที่ไม่สอนในรร.,มาเรียนรู้ แชร์มุมมอง และ สร้างความสัมพันธ์ที่ดีไปด้วยกัน @แดน | FINANCE BRO @It's me jumpsupp.,False,175,https://www.tiktok.com/@relationshipsmatterth
1,2959.0,668.0,127900.0,2191.0,20.0,46.0,น้ำหอมกลิ่นโรงแรมมันฟินนน #hangkyhouse,th,30500,222000,875,0,7300000,6611124148810235905,lilynatchaa,ลิลลี่ณัฐชา,黃莉莉 IG :Lilynatcha for work add LineOA @lilynforwork Click on the link below,False,1697,https://www.tiktok.com/@lilynatchaa
1,112500.0,4367.0,1300000.0,16300.0,366.0,61.0,รีวิว สกินแคร์อาม่าวัย 80 ใช้ ผิวดีมากกกกกกกก ยอมมมมม #รีวิวบิวตี้,th,67300,64300,74,0,7300000,6780534423068967938,burntdumplingg,Mint,ห้ามนำคลิปไปใช้ For work : line @burntdumplingg / @noofah2,False,1070,https://www.tiktok.com/@burntdumplingg
